file name,temp thermocouple,temp pt100
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M1_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M1_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M1_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M2_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M2_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-01-Ref_M2_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M1_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M1_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M1_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M1_R4.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M2_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M2_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M2_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M3_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-02-MA_M3_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M1_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M1_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M1_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M2_R1.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M2_R2.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M2_R3.csv,,
2026-09-07_PP40_Gly80p_1300uL_S-03-AR_M2_R4.csv,,
2026-09-07_PP40_Gly80p_allMeasures.csv,,
Best,,
